"","index","type","X20","X20.08333333","X20.16666667","X20.25","X20.33333333","X20.41666667","X20.5","X20.58333333","X20.66666667","X20.75","X20.83333333","X20.91666667","X21","X21.08333333","X21.16666667","X21.25","X21.33333333","X21.41666667","X21.5","X21.58333333","X21.66666667","X21.75","X21.83333333","X21.91666667","X22","X22.08333333","X22.16666667","X22.25","X22.33333333","X22.41666667","X22.5","X22.58333333","X22.66666667","X22.75","X22.83333333","X22.91666667","X23","X23.08333333","X23.16666667","X23.25","X23.33333333","X23.41666667","X23.5","X23.58333333","X23.66666667","X23.75","X23.83333333","X23.91666667","X24","X0.083333333","X0.166666667","X0.25","X0.333333333","X0.416666667","X0.5","X0.583333333","X0.666666667","X0.75","X0.833333333","X0.916666667","X1","X1.083333333","X1.166666667","X1.25","X1.333333333","X1.416666667","X1.5","X1.583333333","X1.666666667","X1.75","X1.833333333","X1.916666667","X2","X2.083333333","X2.166666667","X2.25","X2.333333333","X2.416666667","X2.5","X2.583333333","X2.666666667","X2.75","X2.833333333","X2.916666667","X3","X3.083333333","X3.166666667","X3.25","X3.333333333","X3.416666667","X3.5","X3.583333333","X3.666666667","X3.75","X3.833333333","X3.916666667","X4","X4.083333333","X4.166666667","X4.25","X4.333333333","X4.416666667","X4.5","X4.583333333","X4.666666667","X4.75","X4.833333333","X4.916666667","X5","X5.083333333","X5.166666667","X5.25","X5.333333333","X5.416666667","X5.5","X5.583333333","X5.666666667","X5.75","X5.833333333","X5.916666667","X6","X6.083333333","X6.166666667","X6.25","X6.333333333","X6.416666667","X6.5","X6.583333333","X6.666666667","X6.75","X6.833333333","X6.916666667","X7","X7.083333333","X7.166666667","X7.25","X7.333333333","X7.416666667","X7.5","X7.583333333","X7.666666667","X7.75","X7.833333333","X7.916666667","X8","X8.083333333","X8.166666667","X8.25","X8.333333333","X8.416666667","X8.5","X8.583333333","X8.666666667","X8.75","X8.833333333","X8.916666667","X9","X9.083333333","X9.166666667","X9.25","X9.333333333","X9.416666667","X9.5","X9.583333333","X9.666666667","X9.75","X9.833333333","X9.916666667","X10","X10.08333333","X10.16666667","X10.25","X10.33333333","X10.41666667","X10.5","X10.58333333","X10.66666667","X10.75","X10.83333333","X10.91666667","X11","X11.08333333","X11.16666667","X11.25","X11.33333333","X11.41666667","X11.5","X11.58333333","X11.66666667","X11.75","X11.83333333","X11.91666667","X12","X12.08333333","X12.16666667","X12.25","X12.33333333","X12.41666667","X12.5","X12.58333333","X12.66666667","X12.75","X12.83333333","X12.91666667","X13","X13.08333333","X13.16666667","X13.25","X13.33333333","X13.41666667","X13.5","X13.58333333","X13.66666667","X13.75","X13.83333333","X13.91666667","X14","X14.08333333","X14.16666667","X14.25","X14.33333333","X14.41666667","X14.5","X14.58333333","X14.66666667","X14.75","X14.83333333","X14.91666667","X15","X15.08333333","X15.16666667","X15.25","X15.33333333","X15.41666667","X15.5","X15.58333333","X15.66666667","X15.75","X15.83333333","X15.91666667","X16","X16.08333333","X16.16666667","X16.25","X16.33333333","X16.41666667","X16.5","X16.58333333","X16.66666667","X16.75","X16.83333333","X16.91666667","X17","X17.08333333","X17.16666667","X17.25","X17.33333333","X17.41666667","X17.5","X17.58333333","X17.66666667","X17.75","X17.83333333","X17.91666667","X18","X18.08333333","X18.16666667","X18.25","X18.33333333","X18.41666667","X18.5","X18.58333333","X18.66666667","X18.75","X18.83333333","X18.91666667","X19","X19.08333333","X19.16666667","X19.25","X19.33333333","X19.41666667","X19.5","X19.58333333","X19.66666667","X19.75","X19.83333333","X19.91666667"
"1",1101,"Other",0.017309878,0.018756507,0.020330014,0.022040937,0.023900536,0.025920815,0.028114541,0.030495251,0.033077257,0.035875641,0.038906243,0.042185632,0.045731102,0.049561017,0.053698832,0.058210503,0.06350721,0.072471428,0.102309873,0.213059739,0.402717593,0.510006902,0.548160545,0.567869506,0.581345552,0.591666967,0.600202102,0.60771386,0.614654795,0.621299096,0.627814076,0.63430158,0.640822683,0.64741266,0.654090162,0.660862896,0.667731183,0.674690206,0.681731435,0.688843481,0.696012431,0.703221214,0.710446106,0.717642381,0.724684663,0.731109556,0.735114213,0.732072293,0.72077799,0.707310328,0.695568793,0.686479943,0.679971674,0.675763544,0.673552825,0.673051741,0.67399576,0.676145709,0.679287811,0.683232706,0.687813948,0.69288623,0.698323522,0.704017196,0.709874228,0.715815482,0.721774116,0.727694104,0.733528887,0.739240142,0.744796672,0.750173413,0.755350543,0.76031269,0.76504824,0.769548717,0.773808252,0.777823115,0.781591309,0.785112224,0.788386335,0.79141495,0.79419999,0.796743808,0.799049034,0.801118443,0.802954855,0.804561038,0.805939645,0.807093148,0.808023797,0.808733581,0.809224205,0.809497064,0.809553233,0.809393461,0.809018166,0.808427435,0.807621033,0.806598409,0.805358708,0.803900787,0.802223232,0.800324377,0.798202327,0.795854983,0.793280069,0.790475159,0.787437709,0.78416509,0.780654623,0.776903612,0.772909384,0.768669327,0.764180927,0.759441809,0.754449779,0.74920286,0.743699334,0.737937782,0.731917118,0.725636628,0.719096005,0.712295378,0.705235342,0.697916987,0.690341919,0.682512281,0.67443077,0.666100645,0.657525743,0.648710476,0.639659838,0.630379401,0.620875304,0.611154249,0.601223485,0.591090792,0.580764464,0.570253287,0.559566514,0.548713846,0.537705401,0.526551691,0.515263591,0.503852316,0.492329389,0.480706616,0.468996058,0.457210005,0.445360948,0.433461554,0.421524643,0.40956316,0.397590153,0.385618749,0.373662131,0.361733514,0.349846123,0.338013167,0.326247817,0.314563181,0.302972277,0.291488009,0.280123137,0.268890246,0.257801722,0.246869713,0.236106097,0.22552245,0.215130006,0.204939619,0.194961724,0.185206299,0.17568282,0.166400219,0.157366849,0.148590435,0.140078037,0.131836011,0.123869973,0.116184761,0.108784407,0.101672109,0.094850206,0.088320158,0.082082539,0.076137023,0.070482386,0.065116512,0.060036408,0.055238215,0.050717248,0.046468017,0.042484278,0.038759076,0.035284797,0.03205323,0.029055634,0.0262828,0.023725125,0.02137269,0.019215331,0.017242716,0.015444421,0.013810003,0.012329073,0.010991358,0.009786773,0.00870547,0.007737896,0.00687484,0.006107467,0.005427356,0.004826528,0.004297459,0.003833097,0.003426872,0.003072689,0.00276493,0.002498445,0.002268534,0.002070934,0.001901798,0.001757673,0.001635475,0.001532467,0.001446232,0.001374647,0.001315858,0.001268254,0.00123045,0.001201256,0.00117966,0.001164812,0.001155999,0.001152637,0.001154248,0.001160454,0.001170964,0.00118556,0.001204095,0.00122648,0.001252682,0.001282717,0.001316647,0.001354575,0.001396648,0.001443048,0.001493999,0.001549763,0.001610639,0.001676968,0.001749133,0.001827562,0.001912727,0.002005155,0.002105423,0.002214169,0.002332093,0.002459964,0.002598626,0.002749005,0.002912115,0.003089066,0.003281076,0.003489477,0.003715725,0.003961416,0.004228293,0.004518265,0.004833414,0.00517602,0.005548568,0.005953774,0.0063946,0.006874278,0.007396327,0.007964582,0.008583216,0.009256767,0.009990165,0.01078876,0.011658355,0.012605232,0.013636189,0.014758568,0.015980288
"2",1116,"Night",0.049904119,0.052336311,0.054969492,0.057805443,0.060847219,0.06409893,0.067565568,0.071252843,0.075167045,0.079314929,0.083703589,0.088340363,0.093232729,0.098388206,0.103814258,0.109518203,0.115507113,0.121787718,0.128366312,0.135248648,0.142439843,0.149944273,0.157765479,0.165906057,0.17436757,0.183150444,0.192253882,0.201675776,0.211412628,0.221459478,0.231809849,0.24245569,0.25338735,0.264593551,0.276061386,0.287776333,0.299722287,0.311881607,0.324235188,0.336762551,0.34944195,0.362250497,0.375164306,0.388158651,0.401208139,0.414286891,0.427368734,0.440427401,0.453436724,0.46637084,0.47920438,0.491912664,0.504471872,0.516859212,0.529053073,0.541033153,0.552780576,0.564277984,0.575509606,0.586461311,0.597120638,0.607476797,0.617520664,0.627244745,0.636643127,0.64571142,0.654446673,0.662847292,0.670912941,0.678644439,0.686043654,0.693113391,0.699857283,0.70627968,0.712385545,0.718180346,0.723669961,0.728860587,0.733758646,0.738370714,0.742703441,0.746763489,0.750557469,0.754091893,0.757373124,0.760407337,0.763200487,0.765758277,0.768086137,0.770189202,0.772072299,0.773739936,0.775196289,0.776445203,0.777490183,0.778334398,0.77898068,0.779431527,0.779689108,0.779755267,0.779631533,0.779319123,0.778818957,0.778131661,0.777257581,0.776196791,0.77494911,0.773514106,0.771891117,0.770079257,0.768077437,0.765884373,0.763498608,0.760918525,0.758142362,0.755168234,0.751994151,0.748618034,0.745037743,0.741251088,0.737255862,0.733049858,0.728630894,0.723996841,0.719145646,0.714075359,0.708784162,0.703270398,0.697532595,0.691569502,0.685380111,0.678963691,0.672319817,0.665448398,0.658349707,0.651024407,0.64347358,0.635698754,0.627701926,0.619485585,0.611052736,0.602406918,0.59355222,0.584493301,0.575235393,0.56578432,0.556146496,0.546328934,0.536339241,0.526185617,0.515876845,0.50542228,0.494831834,0.48411596,0.473285623,0.46235228,0.451327847,0.440224665,0.429055466,0.417833332,0.406571654,0.395284082,0.383984486,0.372686899,0.361405469,0.350154406,0.33894793,0.327800211,0.316725323,0.305737182,0.294849495,0.284075705,0.27342894,0.26292196,0.252567111,0.242376273,0.232360818,0.222531568,0.212898756,0.203471985,0.194260202,0.185271663,0.176513909,0.167993744,0.159717217,0.151689605,0.143915408,0.136398337,0.129141312,0.122146469,0.115415158,0.10894796,0.102744693,0.096804434,0.09112554,0.085705666,0.0805418,0.07563029,0.070966879,0.066546739,0.062364514,0.05841436,0.054689987,0.051184707,0.047891479,0.044802959,0.041911548,0.039209441,0.036688674,0.034341179,0.032158825,0.030133471,0.028257004,0.026521389,0.024918705,0.023441186,0.022081251,0.020831541,0.019684941,0.018634608,0.017673991,0.016796844,0.015997243,0.015269592,0.014608628,0.014009426,0.013467394,0.012978272,0.012538126,0.012143336,0.011790591,0.011476872,0.011199444,0.01095584,0.010743848,0.010561496,0.010407044,0.010278981,0.010176054,0.010097424,0.010043161,0.010015751,0.01002413,0.010093465,0.010286404,0.010743949,0.011753392,0.013840939,0.017860557,0.025007759,0.036650029,0.053892469,0.076949265,0.104625534,0.134307155,0.162596687,0.18627422,0.203055964,0.211861198,0.212679849,0.206299566,0.194064033,0.177676234,0.158986391,0.139741706,0.121351969,0.104752806,0.090403369,0.078387578,0.06855398,0.060639909,0.054355878,0.049431023,0.045631316,0.042762686,0.040667501,0.039219023,0.038315873,0.037877226,0.037838847,0.038149889,0.038770331,0.039668927,0.040821557,0.042209916,0.04382045,0.04564351,0.04767266
"4",1126,"Night",0.136161277,0.140658168,0.145299169,0.150086413,0.155021875,0.16010736,0.165344484,0.170734653,0.176279047,0.181978601,0.187833985,0.193845584,0.20001348,0.206337435,0.212816868,0.219450839,0.226238031,0.233176735,0.240264832,0.247499779,0.254878597,0.262397857,0.270053673,0.277841694,0.285757096,0.29379458,0.301948373,0.310212228,0.318579428,0.327042795,0.335594703,0.344227086,0.352931458,0.361698936,0.370520256,0.379385806,0.38828565,0.397209562,0.406147061,0.415087446,0.424019836,0.432933212,0.441816455,0.450658397,0.45944786,0.4681737,0.476824859,0.485390403,0.49385957,0.50222181,0.510466831,0.518584632,0.526565547,0.534400273,0.542079907,0.549595968,0.556940428,0.564105727,0.571084795,0.57787106,0.584458461,0.590841448,0.59701499,0.602974565,0.608716158,0.614236247,0.619531794,0.624600225,0.629439412,0.634047653,0.638423643,0.642566456,0.646475513,0.650150557,0.653591621,0.656799002,0.65977323,0.662515044,0.665025353,0.667305221,0.669355829,0.671178456,0.672774454,0.674145219,0.675292175,0.676216752,0.676920367,0.677404404,0.677670203,0.677719041,0.677552121,0.67717056,0.67657538,0.675767493,0.674747697,0.673516668,0.67207495,0.670422945,0.668560912,0.666488957,0.664207021,0.661714878,0.65901212,0.656098152,0.652972176,0.649633183,0.646079937,0.64231096,0.638324519,0.634118606,0.629690926,0.625038878,0.620159544,0.615049671,0.609705668,0.604123598,0.598299186,0.592227825,0.585904604,0.579324345,0.572481653,0.56537099,0.55798677,0.550323476,0.542375805,0.534138837,0.525608238,0.516780487,0.507653132,0.498225068,0.488496834,0.478470922,0.46815209,0.45754767,0.446667854,0.435525948,0.424138583,0.412525857,0.40071141,0.388722406,0.376589418,0.364346208,0.352029401,0.339678055,0.327333131,0.315036884,0.302832186,0.290761807,0.278867675,0.267190152,0.255767336,0.244634436,0.233823218,0.223361564,0.213273137,0.203577168,0.194288369,0.185416957,0.176968786,0.168945571,0.161345194,0.154162062,0.14738751,0.141010223,0.135016671,0.129391532,0.124118102,0.119178672,0.114554878,0.110228011,0.106179293,0.102390107,0.098842198,0.095517834,0.092399942,0.089472204,0.086719143,0.084126174,0.081679641,0.079366844,0.077176041,0.075096447,0.07311822,0.071232437,0.069431065,0.067706927,0.06605366,0.064465666,0.062938069,0.061466659,0.060047839,0.058678573,0.057356326,0.056079013,0.054844943,0.05365277,0.052501439,0.051390146,0.050318288,0.049285429,0.048291259,0.047335571,0.046418225,0.045539129,0.04469822,0.043895445,0.043130752,0.042404078,0.041715345,0.041064451,0.040451274,0.039875665,0.039337457,0.038836457,0.038372461,0.037945245,0.037554582,0.037200237,0.036881976,0.03659957,0.036352801,0.036141465,0.035965377,0.035824375,0.035718327,0.035647128,0.035610711,0.035609047,0.035642145,0.03571006,0.035812892,0.03595079,0.036123953,0.03633263,0.036577127,0.036857803,0.037175075,0.037529417,0.037921362,0.038351504,0.038820498,0.039329059,0.039877968,0.040468067,0.041100264,0.041775533,0.042494911,0.043259503,0.044070483,0.044929088,0.045836628,0.046794478,0.047804084,0.048866959,0.049984688,0.051158925,0.052391391,0.053683881,0.055038257,0.056456451,0.057940463,0.059492363,0.061114289,0.062808442,0.064577094,0.066422576,0.068347286,0.07035368,0.072444273,0.074621635,0.076888391,0.079247214,0.081700824,0.084251982,0.086903485,0.089658164,0.092518876,0.095488497,0.098569916,0.101766029,0.10507973,0.108513899,0.112071399,0.11575506,0.119567671,0.123511968,0.127590623,0.131806226
"5",1127,"Night",0.308926712,0.317014972,0.325995199,0.337507877,0.355414006,0.387096848,0.441942631,0.521704762,0.608219128,0.67360507,0.708484196,0.724092517,0.732893996,0.740359681,0.747723331,0.755005058,0.762063309,0.768776579,0.77502636,0.780650362,0.785383069,0.788777242,0.790124165,0.788472187,0.782939214,0.7733375,0.760569812,0.746256381,0.731954584,0.718678782,0.706883946,0.696663442,0.687938759,0.680572352,0.674418288,0.669339982,0.66521443,0.661932011,0.659395192,0.657517136,0.656220448,0.65543608,0.655102367,0.655164189,0.655572233,0.656282341,0.657254943,0.658454548,0.659849298,0.661410576,0.66311266,0.664932405,0.666848982,0.668843623,0.670899412,0.673001092,0.67513489,0.67728837,0.679450293,0.681610494,0.683759779,0.685889822,0.687993079,0.69006271,0.69209251,0.694076842,0.696010583,0.697889072,0.699708062,0.70146368,0.703152386,0.704770942,0.70631638,0.707785973,0.709177208,0.710487765,0.711715496,0.712858403,0.713914622,0.714882408,0.715760119,0.716546201,0.717239181,0.717837649,0.718340253,0.718745688,0.719052687,0.719260014,0.719366458,0.719370824,0.719271927,0.719068593,0.718759644,0.718343906,0.717820192,0.717187311,0.716444057,0.715589209,0.714621531,0.713539768,0.712342645,0.711028866,0.709597115,0.708046055,0.706374329,0.704580558,0.702663345,0.700621277,0.698452924,0.696156842,0.693731578,0.691175671,0.688487655,0.685666066,0.682709444,0.679616339,0.676385317,0.673014963,0.669503892,0.665850755,0.662054243,0.658113101,0.654026132,0.649792209,0.645410284,0.640879399,0.636198698,0.631367436,0.626384994,0.621250893,0.615964802,0.610526557,0.604936173,0.599193859,0.593300035,0.587255343,0.581060666,0.574717145,0.568226188,0.561589493,0.554809061,0.547887207,0.54082658,0.533630175,0.526301344,0.51884381,0.511261678,0.503559443,0.495741999,0.487814646,0.47978309,0.471653449,0.463432251,0.455126432,0.446743326,0.438290661,0.429776545,0.42120945,0.412598194,0.403951921,0.395280072,0.386592361,0.377898737,0.369209356,0.360534537,0.351884725,0.343270442,0.334702248,0.326190688,0.317746246,0.309379292,0.301100032,0.292918458,0.284844296,0.276886959,0.269055495,0.261358547,0.253804305,0.246400469,0.239154213,0.232072153,0.225160322,0.218424142,0.211868415,0.205497306,0.199314339,0.193322396,0.187523722,0.181919936,0.176512045,0.171300464,0.166285043,0.161465093,0.15683942,0.152406356,0.148163804,0.144109269,0.140239907,0.136552559,0.1330438,0.129709977,0.126547251,0.123551638,0.120719045,0.118045312,0.115526242,0.113157636,0.110935322,0.108855185,0.106913189,0.105105402,0.103428016,0.101877361,0.100449925,0.099142363,0.097951509,0.096874386,0.095908211,0.095050402,0.094298578,0.093650568,0.093104405,0.092658333,0.092310802,0.092060469,0.091906195,0.091847043,0.091882277,0.092011356,0.092233931,0.092549844,0.092959123,0.093461975,0.094058786,0.094750114,0.095536684,0.096419385,0.097399263,0.098477516,0.099655488,0.100934659,0.102316619,0.10380294,0.105394535,0.1070887,0.10886715,0.11065401,0.112190597,0.11273489,0.110575334,0.102956138,0.088079698,0.068888938,0.052177747,0.041879703,0.036971083,0.035039207,0.034573004,0.034969117,0.036104168,0.0381389,0.041501227,0.046905192,0.055199566,0.066841734,0.081297744,0.097166155,0.112998679,0.127909426,0.14160141,0.154119144,0.165632068,0.176324666,0.186358848,0.195867615,0.204958271,0.213717198,0.222214061,0.230505137,0.238635915,0.246643111,0.254556262,0.26239899,0.270190047,0.27794428,0.285673927,0.293391719,0.301120764
"6",1135,"Other",0.225678306,0.22496081,0.224264898,0.223589129,0.222932108,0.222291936,0.22166091,0.226965703,0.840365962,0.865467607,0.814793599,0.600408751,0.286633923,0.143047294,0.160279126,0.173385765,0.162145421,0.158916431,0.161209208,0.162521248,0.166090307,0.17710742,0.205204016,0.266629365,0.364914981,0.478004611,0.582249247,0.668315556,0.736585765,0.790229376,0.832376904,0.865559761,0.89174844,0.912469368,0.928906127,0.941978123,0.952400958,0.960732749,0.967409699,0.972773467,0.977092253,0.980577064,0.983394292,0.985675447,0.987524714,0.989024817,0.990241593,0.991227558,0.965883916,0.969399918,0.973357242,0.976637308,0.979362454,0.981628506,0.98351333,0.98508033,0.986381247,0.987458394,0.988346439,0.98907383,0.989663947,0.990136024,0.990505891,0.990786582,0.990988815,0.991121394,0.991191526,0.991205088,0.991166839,0.991080597,0.99094938,0.990775526,0.990560791,0.990306429,0.990013254,0.989681702,0.98931187,0.988903558,0.988456299,0.987969386,0.987441892,0.986872693,0.986260484,0.985603791,0.984900987,0.9841503,0.98334983,0.982497555,0.981591342,0.980628962,0.979608096,0.978526349,0.977381262,0.976170327,0.974890999,0.973540712,0.972116898,0.970617,0.969038498,0.967378924,0.965635887,0.963807097,0.961890386,0.959883739,0.957785314,0.955593475,0.953306818,0.950924199,0.948444759,0.945867955,0.943193588,0.940421822,0.937553214,0.93458873,0.93152977,0.928378177,0.925136256,0.921806779,0.538965161,0.730389886,0.634681261,0.682539145,0.658613619,0.670579652,0.664599768,0.667592715,0.666099126,0.666848692,0.666476574,0.666665198,0.666573357,0.66662166,0.666599807,0.666612953,0.666608526,0.666612814,0.666612678,0.666614692,0.666615571,0.666616961,0.666618043,0.666619228,0.666620314,0.666620629,0.660236886,0.332133313,0.166067082,0.083033541,0.04151677,0.020758385,0.010379193,0.005189596,0.002594798,0.001297399,0.0006487,0.00032435,0.000162175,8.11e-05,4.05e-05,2.03e-05,1.01e-05,5.07e-06,2.53e-06,1.27e-06,6.33e-07,3.17e-07,1.58e-07,7.92e-08,3.96e-08,1.98e-08,9.9e-09,4.95e-09,2.47e-09,1.24e-09,6.19e-10,3.09e-10,1.55e-10,7.73e-11,3.87e-11,1.93e-11,9.67e-12,4.83e-12,2.42e-12,1.21e-12,6.04e-13,3.02e-13,1.51e-13,7.55e-14,3.78e-14,1.89e-14,9.44e-15,4.72e-15,2.36e-15,1.18e-15,5.9e-16,2.95e-16,1.47e-16,7.37e-17,3.69e-17,1.84e-17,9.22e-18,4.61e-18,2.3e-18,1.15e-18,5.76e-19,4.85e-19,4.11e-19,3.5e-19,3.01e-19,2.59e-19,2.25e-19,1.97e-19,1.73e-19,1.52e-19,1.35e-19,1.21e-19,1.08e-19,9.76e-20,8.84e-20,8.04e-20,7.35e-20,6.74e-20,6.21e-20,5.75e-20,5.35e-20,5.09e-20,5.8e-20,1.53e-19,1.04e-18,8.63e-18,7.05e-17,5.47e-16,4.02e-15,2.79e-14,1.83e-13,1.13e-12,6.63e-12,3.65e-11,1.89e-10,9.23e-10,4.24e-09,1.83e-08,7.41e-08,2.82e-07,1.01e-06,3.38e-06,1.06e-05,3.14e-05,8.68e-05,0.00022506,0.000547231,0.00124733,0.002664839,0.005335124,0.010006363,0.017577677,0.028921864,0.044605703,0.064601198,0.088134767,0.11378002,0.13976889,0.164377269,0.18622995,0.204452798,0.218689206,0.229032811,0.235917158,0.239983912,0.241946909,0.242474772,0.242113828,0.241259642,0.240168279,0.238988687,0.237798729,0.236634604,0.235510663,0.234430942,0.233395106,0.232401196,0.231446775,0.230529364,0.22964658,0.22879618,0.227976061,0.227184254,0.226418912
"7",1146,"Night",0.251422047,0.252715529,0.254117759,0.255628926,0.257249207,0.258978777,0.260817804,0.262766457,0.264824901,0.2669933,0.269271813,0.271660587,0.274159762,0.276769459,0.27948978,0.2823208,0.285262565,0.288315082,0.291478316,0.294752184,0.298136548,0.301631206,0.305235891,0.308950259,0.312773886,0.316706261,0.320746776,0.324894726,0.329149296,0.333509561,0.337974475,0.342542871,0.347213449,0.351984779,0.35685529,0.36182327,0.36688686,0.372044054,0.377292695,0.382630471,0.388054918,0.393563416,0.399153195,0.404821325,0.410564732,0.416380186,0.422264317,0.428213609,0.43422441,0.440292937,0.44641528,0.452587411,0.458805191,0.465064377,0.471360632,0.477689534,0.484046587,0.490427229,0.496826845,0.503240776,0.509664333,0.516092806,0.522521478,0.528945633,0.535360573,0.541761627,0.548144161,0.554503591,0.560835395,0.567135124,0.573398408,0.579620971,0.585798636,0.59192734,0.598003134,0.604022196,0.609980838,0.615875508,0.6217028,0.627459455,0.63314237,0.638748593,0.644275335,0.649719964,0.65508001,0.660353166,0.665537284,0.670630378,0.675630618,0.680536334,0.685346006,0.690058267,0.694671895,0.699185812,0.703599077,0.707910881,0.712120546,0.716227512,0.72023134,0.724131698,0.727928361,0.7316212,0.735210181,0.738695354,0.742076849,0.745354868,0.74852968,0.751601617,0.754571062,0.757438447,0.760204249,0.762868976,0.765433173,0.767897405,0.77026226,0.77252834,0.774696255,0.776766624,0.778740062,0.780617181,0.782398587,0.784084871,0.785676608,0.787174356,0.788578647,0.789889986,0.791108852,0.792235688,0.793270904,0.794214872,0.795067924,0.79583035,0.796502396,0.797084261,0.797576098,0.79797801,0.79829005,0.798512219,0.798644465,0.798686683,0.798638713,0.798500339,0.798271293,0.797951246,0.797539817,0.797036568,0.796441004,0.795752577,0.794970682,0.79409466,0.793123799,0.792057336,0.790894455,0.789634292,0.788275936,0.786818428,0.785260768,0.783601914,0.781840787,0.779976271,0.778007221,0.775932463,0.773750799,0.771461011,0.769061869,0.76655213,0.763930551,0.761195889,0.758346907,0.755382388,0.752301135,0.74910198,0.745783793,0.742345494,0.738786054,0.735104511,0.731299977,0.72737165,0.723318821,0.719140888,0.714837368,0.710407903,0.705852278,0.70117043,0.696362461,0.691428647,0.686369455,0.681185549,0.675877808,0.670447331,0.664895451,0.659223741,0.653434025,0.647528376,0.641509118,0.63537882,0.629140273,0.622796454,0.616350466,0.609805438,0.603164376,0.596429927,0.589604048,0.582687529,0.575679324,0.56857565,0.561368807,0.554045657,0.546585777,0.538959281,0.531124405,0.523025057,0.514588622,0.505724508,0.496324072,0.4862627,0.475404884,0.463613061,0.450760592,0.436748653,0.421525769,0.405107605,0.387593509,0.369175799,0.350138168,0.330841254,0.311696021,0.293128614,0.275542612,0.259285435,0.244624488,0.231736096,0.220707087,0.211546289,0.204201795,0.1985797,0.194561006,0.192014668,0.190806116,0.190801576,0.191869085,0.193877385,0.196693842,0.200182469,0.204202873,0.208610671,0.213259619,0.218005324,0.222710106,0.227248331,0.231511441,0.235411965,0.238885972,0.241893735,0.244418645,0.246464668,0.248052815,0.249217107,0.250000495,0.25045112,0.250619111,0.250554066,0.250303209,0.249910176,0.24941432,0.248850439,0.248248799,0.247635363,0.24703214,0.246457607,0.245927135,0.24545342,0.245046873,0.244715981,0.244467622,0.244307341,0.244239581,0.24426789,0.244395081,0.244623379,0.244954533,0.245389912,0.245930587,0.246577395,0.247330987,0.248191877,0.249160474,0.250237106
